83582211,19.6527036,39.77498
83582392,19.6631636,39.7204616
83582583,19.6744462,39.685319
83582680,19.6738083,39.799174
83582694,19.67223,39.7949881
83582840,19.6594727,39.7168717
83582872,19.6806762,39.7158198
83582888,19.6576771,39.715244
83583093,19.8566,39.8183212
83583179,19.8608736,39.8158901
83583225,19.8603441,39.8161256
83583241,19.6553747,39.7193703
83583509,19.635344,39.734535
83583560,19.6495789,39.769092
83583565,19.6811151,39.6781153
83583723,19.6357798,39.7238725
83583948,19.6938682,39.7980532
83584065,19.65833,39.7155433
83584283,19.6764503,39.7966944
83584296,19.6582003,39.7152319
83584535,19.7033187,39.7937507
83584805,19.6742018,39.6843785
83584840,19.8415426,39.8168095
83585036,19.82779,39.8058511
83585061,19.7727071,39.7969157
83585610,19.7554776,39.7964298
83586098,19.8357986,39.8121252
83586329,19.840258,39.8157866
83586447,19.6531563,39.7173893
83586766,19.6523324,39.7371411
83587004,19.6356797,39.7342731
83587013,19.6580821,39.7141516
83587024,19.8455984,39.820101
83587054,19.7104811,39.7901364
83587330,19.8302474,39.8076578
83587557,19.677655,39.6986872
83587655,19.8460068,39.8208294
83587794,19.8554798,39.8185853
83588031,19.6347623,39.7501195
83588048,19.7092578,39.7910681
83588102,19.6360285,39.7320989
83588243,19.7087117,39.7933655
83588271,19.6554755,39.7337796
83588364,19.6502019,39.7402889
83588381,19.7091142,39.7919099
83588584,19.6604085,39.7182862
83588611,19.6739481,39.6847485
83588691,19.6531374,39.7753906
83588711,19.6563366,39.7281455
83588718,19.6737905,39.7982378
83588752,19.6742276,39.6859922
83588985,19.6360828,39.7341761
83589150,19.6540879,39.7766579
83589407,19.6544259,39.7769419
83589428,19.6330367,39.7508196
83589716,19.7168611,39.7895731
83590059,19.6774542,39.6791142
83590108,19.681336,39.7076329
83590133,19.6562099,39.7216169
83590420,19.655103,39.7141286
83590598,19.6751612,39.6907475
83590604,19.6536817,39.7760226
83590704,19.6502323,39.7702215
83590876,19.6780691,39.7022248
83591003,19.683745,39.6775357
83591628,19.6756457,39.7969989
83591829,19.6556693,39.7282657
83591895,19.6524217,39.7173387
83592402,19.6359034,39.7327847
83592407,19.6753645,39.6895989
83592420,19.6730991,39.7997199
83592592,19.6411815,39.7499564
83593013,19.6351063,39.7316691
83593029,19.7016675,39.796563
83593179,19.7334439,39.7936942
83593527,19.6346211,39.727225
83593698,19.6561212,39.7155001
83593962,19.673401,39.7987082
83594061,19.6734679,39.6801413
83594256,19.6396703,39.7542856
83594282,19.8247266,39.8035635
83594419,19.8267916,39.8050536
83594427,19.6743271,39.6940156
83594475,19.655549,39.7777397
83594519,19.6722758,39.7990182
83594645,19.7814527,39.7961411
83594685,19.6400262,39.7506502
83594757,19.6735731,39.681436
83594967,19.6741926,39.6840456
83595025,19.7034048,39.7961716
83595047,19.683661,39.7086648
83595051,19.6508102,39.7708516
83595219,19.6756202,39.6903625
83595280,19.7919398,39.7905235
83595447,19.8459981,39.8213427
83595530,19.6730387,39.6808333
83595594,19.8605076,39.8186412
83595649,19.681501,39.7057775
83595793,19.8398227,39.8154042
83595837,19.6307512,39.7510995
83595852,19.7618142,39.7941268
83596568,19.6345173,39.7245924
83596576,19.8434947,39.8180897
83596591,19.7809505,39.7971766
83596791,19.6446378,39.7468884
83596809,19.7574894,39.7961258
83596868,19.6412168,39.7546346
83596945,19.7034103,39.7961058
83596970,19.6589063,39.715134
83597046,19.8544838,39.8203519
83597081,19.8576873,39.8188696
83597178,19.6435388,39.747838
83597205,19.7009661,39.7964598
83597352,19.6512274,39.771364
83597686,19.6357829,39.7346504
83597694,19.6768904,39.697894
83597790,19.8441628,39.81936
83597935,19.6554116,39.7158094
83598124,19.64547,39.7463307
83598454,19.8462301,39.821877
83598549,19.6539412,39.7182147
83598575,19.6581758,39.7804721
83598586,19.6602046,39.7180239
83599008,19.8458443,39.820966
83599085,19.8373776,39.8134395
83599152,19.8381883,39.8141367
83599169,19.7762439,39.798214
83599190,19.6728315,39.7951307
83599247,19.6567334,39.7250721
83599351,19.7041267,39.793275
83600277,19.6833878,39.6778876
83600350,19.6363483,39.732807
83600386,19.6801216,39.7162936
83600736,19.6803473,39.6789727
83600956,19.7102493,39.7923598
83601100,19.7014534,39.7958282
83601134,19.6549964,39.7293373
83601160,19.6474334,39.7440493
83601171,19.7853327,39.7927085
83601309,19.6837576,39.7093777
83601423,19.6626862,39.7196206
83601561,19.6566884,39.7104729
83601820,19.7399135,39.7949133
83601864,19.6492822,39.7416419
83601935,19.671906,39.7939115
83602114,19.6759088,39.6966592
83602147,19.698981,39.796443
83602383,19.6737093,39.6837789
83602393,19.8307595,39.8080401
83602431,19.6613365,39.718967
83602571,19.6568609,39.7271463
83602686,19.6743852,39.7979478
83603238,19.6588534,39.7138967
83603670,19.6974941,39.7966685
83603695,19.8284767,39.8063342
83603805,19.7511679,39.7987914
83603824,19.6534165,39.710678
83603913,19.6725051,39.7987359
83603951,19.7027434,39.794306
83604049,19.6329721,39.752526
83604136,19.6528503,39.7121016
83604300,19.6745933,39.7982456
83604328,19.6523654,39.7150111
83604741,19.6354565,39.7318008
83604938,19.6716595,39.720916
83605020,19.6589719,39.7155423
83605022,19.6739048,39.6848797
83605034,19.7346117,39.793775
83605103,19.6284992,39.7523686
83605159,19.843668,39.8186146
83605309,19.634254,39.728141
83605434,19.6719603,39.7940161
83605724,19.6642944,39.722176
83605847,19.6573296,39.711901
83605966,19.848409,39.8219442
83606190,19.7828393,39.7943059
83606225,19.6576118,39.7130377
83606296,19.8257335,39.804343
83606316,19.7110357,39.7899752
83606450,19.8295095,39.8071254
83606752,19.6826075,39.7079741
83606807,19.6405207,39.7503984
83606821,19.6571582,39.7154411
83606896,19.8427332,39.8182959
83607005,19.6518523,39.7377299
83607076,19.6363532,39.7322131
83607440,19.6362745,39.7545329
83607813,19.7888099,39.7911527
83607842,19.6724904,39.7991903
83607853,19.6563801,39.7205587
83608014,19.6559877,39.7243298
83608019,19.6732119,39.7984051
83608340,19.7386921,39.7943579
83608371,19.6485581,39.7425689
83608492,19.6547593,39.7317881
83608520,19.6976096,39.7974872
83608590,19.7866349,39.7920289
83608938,19.678411,39.7036568
83608950,19.8252811,39.8039935
83609025,19.7103612,39.7924599
83609203,19.6556581,39.7195065
83609235,19.7772192,39.7985803
83609273,19.656309,39.7248154
83609343,19.6881155,39.7959278
83609350,19.659617,39.7174611
83609393,19.8458299,39.8212808
83609406,19.6765412,39.6795546
83609411,19.6570724,39.780396
83609458,19.6731563,39.6834025
83609586,19.6777642,39.678673
83609595,19.6559502,39.7201902
83609616,19.7930109,39.7901857
83609655,19.6307898,39.7519781
83609679,19.8114208,39.7957851
83609686,19.6736405,39.7998786
83609801,19.635956,39.732328
83610022,19.6756179,39.7193386
83610224,19.7026324,39.7957217
83610464,19.6498066,39.7408691
83610510,19.653508,39.7115501
83610534,19.7393425,39.7946213
83610552,19.7490465,39.7989133
83610562,19.6744643,39.7986409
83610648,19.8233657,39.802683
83610664,19.6575268,39.7796193
83610686,19.6735377,39.683579
83610930,19.7229093,39.7907788
83611470,19.6360503,39.7320193
83611822,19.8329184,39.8097319
83611995,19.7995691,39.7912132
83612027,19.7847445,39.7934387
83612429,19.6776496,39.7181636
83612629,19.6985924,39.7974946
83612810,19.6765515,39.6970506
83612882,19.8386664,39.8145191
83612953,19.6569431,39.7140296
83613028,19.6800376,39.7043805
83613048,19.6942837,39.7971144
83613166,19.7520472,39.7979187
83613227,19.6566002,39.722311
83613234,19.6742649,39.684958
83613282,19.6297766,39.7522963
83613290,19.6536236,39.7177111
83613403,19.6529727,39.7169319
83613450,19.6730893,39.7998418
83613478,19.6775106,39.7014593
83613637,19.6570563,39.7253292
83613742,19.8338488,39.8105392
83613928,19.8443657,39.8195437
83613935,19.6788455,39.7172871
94175209,19.7472591,39.7066029
94176907,19.7590512,39.704368
94176908,19.7606205,39.7041123
94176913,19.7615176,39.70372
94176915,19.7624009,39.7034704
94176918,19.7606833,39.7046188
94176921,19.7576933,39.7052961
94176924,19.756174,39.7057681
94176926,19.7551042,39.7060554
94176929,19.7538255,39.7058925
94176932,19.7489739,39.7066329
94177012,19.7442033,39.7404108
252947832,19.7017291,39.792821
299580541,19.7410759,39.725457
299580542,19.7403522,39.725454
299580544,19.7391656,39.7248976
299580546,19.7393553,39.7236782
299580547,19.7395448,39.7233595
299580548,19.7400286,39.7230446
299580550,19.7420046,39.7217328
299580555,19.7430049,39.7207431
299580557,19.7439105,39.7213068
299580632,19.7393638,39.7250922
299580634,19.7391408,39.7247821
299580635,19.7409882,39.7225901
299580636,19.7421695,39.7215845
299580637,19.7423033,39.721394
299580638,19.7424331,39.7210036
299580639,19.7435333,39.7212801
299580640,19.7444244,39.7213144
299580641,19.7449604,39.7213722
302066857,19.7082904,39.7913502
302066858,19.7076761,39.7921659
302066859,19.7075187,39.7923947
302066860,19.7073778,39.792505
302066863,19.7071499,39.7926008
302066864,19.7069876,39.7926142
302066865,19.7063626,39.7925132
302066914,19.6729507,39.7881059
302066915,19.6726096,39.7882466
302066916,19.6728599,39.7884334
302066917,19.6724775,39.7891683
302066918,19.6721962,39.7899683
302066919,19.6720456,39.7908564
302066920,19.6720489,39.791025
302066921,19.6722533,39.7922755
302066922,19.6724125,39.793121
302066924,19.6725465,39.7934502
302066933,19.6714184,39.7878999
302066934,19.6710957,39.7878623
302066935,19.6706563,39.7875753
302067063,19.670271,39.7875232
302067064,19.6698108,39.7874463
302067065,19.6694012,39.7874038
302067068,19.6692136,39.7871513
302067071,19.6689628,39.7868511
